type,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies
BHK2,12.97310194,77.64925085,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,10,1,E,2,1,1,0.0,CORPORATION,IH,0
BHK2,12.94000379,77.62549084,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,9,2,E,3,1,2,2.0,CORP_BORE,IF,1
BHK3,12.9960482,77.71908514,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1600,0,3,E,3,2,4,14.0,CORP_BORE,AP,3
BHK2,12.91212205,77.63800868,FAMILY,1,SEMI_FURNISHED,BOTH,1000,10,2,E,2,0,2,3.0,CORP_BORE,IF,1
BHK2,12.9329807,77.6985925,FAMILY,0,SEMI_FURNISHED,BOTH,1199,0,2,E,2,6,16,15.0,BOREWELL,AP,1
BHK2,12.9853645,77.7446269,ANYONE,1,SEMI_FURNISHED,BOTH,1200,8,2,E,4,2,4,7.0,CORP_BORE,AP,2
BHK1,12.99787355,77.55297641,FAMILY,1,SEMI_FURNISHED,NONE,625,0,1,E,1,0,1,3.0,CORP_BORE,IF,0
BHK2,12.982686,77.6662739,ANYONE,1,SEMI_FURNISHED,BOTH,1058,8,2,N,2,1,4,5.0,BOREWELL,AP,2
BHK4PLUS,12.9789203,77.7598167,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,3160,0,4,W,4,0,2,15.0,CORP_BORE,IH,2
RK1,12.97191735,77.61930654,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,450,5,1,E,0,1,3,1.0,CORPORATION,IF,1
BHK2,12.96085956,77.61523523,FAMILY,1,NOT_FURNISHED,FOUR_WHEELER,810,3,2,E,0,0,1,1.0,CORPORATION,IH,0
BHK3,12.9081863,77.6857051,ANYONE,0,SEMI_FURNISHED,BOTH,1700,1,3,E,6,2,3,3.0,CORPORATION,AP,4
BHK1,12.99413484,77.67293136,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,1,N,1,2,2,1.0,CORP_BORE,IF,1
BHK2,12.988356,77.57333871,ANYONE,0,SEMI_FURNISHED,BOTH,900,20,2,N,2,2,3,1.0,CORPORATION,IF,0
BHK2,12.99065005,77.76432404,FAMILY,1,NOT_FURNISHED,BOTH,1150,0,2,E,0,1,5,5.0,CORP_BORE,AP,2
BHK2,12.91213293,77.63787727,FAMILY,0,SEMI_FURNISHED,NONE,800,12,2,N,2,0,2,1.0,CORPORATION,IF,0
BHK2,12.9558171,77.7409162,FAMILY,1,SEMI_FURNISHED,BOTH,1050,8,2,E,2,1,4,11.0,CORP_BORE,AP,2
BHK2,12.97202784,77.75553342,FAMILY,0,SEMI_FURNISHED,BOTH,1200,2,2,E,2,3,4,2.0,BOREWELL,IF,1
BHK2,12.96503539,77.63419839,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,950,20,2,N,5,0,1,0.0,CORPORATION,IH,2
BHK1,12.95719668,77.61426381,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,5,1,W,1,0,1,3.0,CORP_BORE,IF,0
BHK2,12.97328297,77.62067364,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,1200,10,2,N,1,0,2,4.0,CORPORATION,IF,0
BHK2,12.98221173,77.60716807,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,8,2,N,2,2,2,3.0,CORP_BORE,IF,1
BHK3,12.987501,77.664273,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1836,0,3,E,3,6,14,16.0,CORP_BORE,AP,2
BHK2,12.9041353,77.60726633,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,5,1,E,2,1,4,1.0,CORP_BORE,IH,0
BHK1,12.9094173,77.5836034,FAMILY,1,NOT_FURNISHED,BOTH,600,20,1,W,0,0,2,1.0,CORP_BORE,AP,1
BHK2,12.981637,77.67449951,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1120,5,2,NE,3,0,4,4.0,CORP_BORE,AP,2
BHK2,12.92262023,77.54541963,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,1,1,E,2,3,4,3.0,CORP_BORE,IF,0
BHK1,12.9693799,77.6229447,FAMILY,0,SEMI_FURNISHED,NONE,460,20,1,E,1,2,2,2.0,CORP_BORE,IF,1
BHK2,12.99269063,77.66410904,FAMILY,1,SEMI_FURNISHED,BOTH,1100,8,2,E,2,2,4,5.0,CORP_BORE,AP,2
BHK2,12.9420582,77.7406834,ANYONE,0,SEMI_FURNISHED,BOTH,1350,1,2,W,4,2,4,6.0,BOREWELL,AP,1
BHK2,12.928178,77.6798872,FAMILY,0,SEMI_FURNISHED,BOTH,1110,10,2,E,2,2,4,5.0,CORPORATION,AP,1
BHK2,12.98228031,77.61159134,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,850,0,1,E,0,0,1,4.0,CORPORATION,IF,0
BHK2,12.93489238,77.56880409,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,600,10,1,S,1,0,2,4.0,CORPORATION,IH,1
BHK3,12.9913591,77.7293613,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2072,5,3,E,2,3,18,10.0,BOREWELL,AP,2
BHK2,12.9875543,77.6858497,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1100,2,2,E,2,0,4,8.0,CORP_BORE,AP,2
BHK2,12.93453663,77.53453942,FAMILY,1,SEMI_FURNISHED,BOTH,700,0,1,N,2,0,3,1.0,CORPORATION,AP,2
BHK3,12.93247292,77.70283945,FAMILY,0,SEMI_FURNISHED,BOTH,1553,3,3,W,3,3,4,12.0,CORP_BORE,AP,3
BHK2,12.92753091,77.69741961,FAMILY,0,SEMI_FURNISHED,BOTH,1035,6,2,E,2,1,4,14.0,BOREWELL,AP,1
BHK3,12.97917144,77.73414129,FAMILY,0,SEMI_FURNISHED,BOTH,1150,2,2,E,4,3,4,6.0,CORPORATION,AP,2
BHK2,12.97327356,77.67656767,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,10,2,E,2,1,3,1.0,CORPORATION,IF,0
BHK1,12.9387544,77.6307242,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,450,2,1,E,1,2,3,4.0,CORP_BORE,IF,2
BHK3,12.9020624,77.6640759,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,2221,1,3,S,3,7,15,9.0,CORPORATION,AP,2
BHK1,12.95759689,77.5590235,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,525,10,1,N,1,2,2,1.0,CORPORATION,IF,0
BHK1,12.91038607,77.63492093,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,3,1,E,2,3,3,2.0,CORPORATION,IF,0
BHK2,12.9264752,77.5508957,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,N,2,1,1,0.0,CORPORATION,IH,1
BHK1,12.96596873,77.70280734,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,500,3,1,E,1,1,3,4.0,CORP_BORE,IF,1
BHK2,12.91727526,77.55309103,FAMILY,0,SEMI_FURNISHED,BOTH,900,20,2,E,2,0,0,3.0,CORP_BORE,IH,0
BHK3,12.96908789,77.73550842,FAMILY,0,SEMI_FURNISHED,BOTH,1306,0,2,E,5,0,12,5.0,BOREWELL,AP,3
BHK1,12.97013403,77.73542621,ANYONE,1,SEMI_FURNISHED,BOTH,900,10,1,E,1,0,2,4.0,CORP_BORE,IF,0
BHK2,12.9120763,77.6379148,FAMILY,1,SEMI_FURNISHED,BOTH,1350,6,2,E,9,2,3,9.0,CORP_BORE,AP,2
BHK2,12.90057237,77.56073029,FAMILY,1,SEMI_FURNISHED,BOTH,1100,3,2,NW,2,2,4,0.0,CORP_BORE,IF,1
BHK2,12.9536285,77.7117968,FAMILY,1,SEMI_FURNISHED,BOTH,1150,0,2,N,2,4,4,9.0,CORP_BORE,AP,1
BHK2,12.969642,77.7411625,FAMILY,0,SEMI_FURNISHED,BOTH,875,2,2,N,2,3,5,7.0,CORP_BORE,AP,2
BHK3,12.9756164,77.706895,FAMILY,0,SEMI_FURNISHED,BOTH,1406,3,3,E,3,6,9,5.0,CORP_BORE,AP,1
BHK2,12.93460455,77.61131353,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,13,2,N,1,0,5,4.0,CORPORATION,IH,1
BHK2,12.9673334,77.5396827,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,20,2,E,2,1,1,4.0,CORPORATION,IF,1
BHK3,12.93310711,77.55954976,FAMILY,0,SEMI_FURNISHED,BOTH,1800,10,2,N,4,2,3,5.0,CORP_BORE,AP,3
BHK2,12.97904286,77.64669744,ANYONE,1,SEMI_FURNISHED,BOTH,1200,20,3,E,2,1,2,0.0,CORPORATION,IH,1
BHK2,12.93308711,77.57418254,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,5,1,NW,2,0,3,1.0,CORP_BORE,IF,0
BHK2,12.92000349,77.51055697,ANYONE,1,NOT_FURNISHED,BOTH,900,5,1,S,0,1,1,3.0,CORP_BORE,IH,0
BHK2,12.98472895,77.54322862,ANYONE,1,SEMI_FURNISHED,BOTH,1078,3,2,N,2,1,4,4.0,CORP_BORE,AP,1
BHK4,12.91119364,77.54985425,FAMILY,1,SEMI_FURNISHED,BOTH,2000,10,3,NE,4,1,1,1.0,CORP_BORE,IF,2
BHK2,12.993325,77.7150214,FAMILY,1,SEMI_FURNISHED,BOTH,1470,3,2,E,2,5,12,12.0,CORP_BORE,AP,2
RK1,12.96212301,77.59626064,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,4,1,E,1,2,3,4.0,CORP_BORE,IF,0
BHK2,12.91874902,77.56751188,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,1,2,W,2,0,1,0.0,CORPORATION,IH,0
BHK2,12.97089614,77.76798454,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,5,2,E,2,2,3,2.0,BOREWELL,IH,1
BHK2,12.98643553,77.53769598,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,15,1,N,2,1,2,1.0,CORPORATION,IF,1
BHK4,12.90237714,77.51869331,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,2300,0,3,N,3,1,2,1.0,CORP_BORE,IH,0
RK1,12.963847,77.7276485,ANYONE,0,SEMI_FURNISHED,BOTH,200,8,1,E,1,3,3,10.0,CORP_BORE,AP,1
BHK1,12.97314639,77.57257226,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,8,1,E,1,1,2,2.0,CORPORATION,IF,1
BHK2,12.98038769,77.74351501,ANYONE,1,NOT_FURNISHED,BOTH,1352,8,2,S,0,2,4,12.0,CORP_BORE,AP,2
BHK2,12.9030006,77.55427122,ANYONE,1,SEMI_FURNISHED,BOTH,750,2,1,W,2,0,2,3.0,CORP_BORE,IF,1
BHK3,12.9096119,77.5451665,FAMILY,1,SEMI_FURNISHED,BOTH,1270,5,2,E,3,0,3,14.0,CORPORATION,AP,1
BHK3,12.97175694,77.75077057,ANYONE,1,FULLY_FURNISHED,BOTH,1675,5,3,W,3,4,8,16.0,CORP_BORE,AP,3
BHK1,12.956346,77.6527029,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,0,1,N,3,2,3,3.0,CORP_BORE,IF,0
BHK2,12.99074841,77.71951294,ANYONE,1,SEMI_FURNISHED,BOTH,1400,5,3,N,3,8,9,16.0,CORP_BORE,AP,3
BHK2,12.92501896,77.54004259,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,2,W,4,0,2,4.0,CORP_BORE,IF,1
BHK4,12.96373282,77.50547785,FAMILY,1,SEMI_FURNISHED,BOTH,1400,2,3,W,4,0,1,1.0,CORPORATION,IF,1
BHK2,12.95509,77.7030547,FAMILY,1,SEMI_FURNISHED,BOTH,1278,8,2,E,2,5,5,12.0,BOREWELL,AP,2
BHK2,12.93261782,77.58978188,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1200,3,2,E,2,4,4,3.0,CORPORATION,IF,2
BHK2,12.9381509,77.6290469,FAMILY,0,SEMI_FURNISHED,BOTH,1000,15,2,N,3,1,6,8.0,CORP_BORE,AP,2
BHK2,12.9075337,77.56574404,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,3,2,N,2,2,3,3.0,CORP_BORE,IF,0
BHK1,12.9161279,77.6102476,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,10,1,N,1,1,3,2.0,CORP_BORE,IH,1
BHK2,12.95644394,77.73149021,FAMILY,0,SEMI_FURNISHED,BOTH,1100,2,2,N,2,1,4,3.0,BOREWELL,AP,1
BHK2,12.92230416,77.61927662,ANYONE,1,SEMI_FURNISHED,NONE,650,0,1,E,1,2,3,4.0,CORP_BORE,IF,1
BHK3,12.92584319,77.56404578,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1450,1,2,E,2,1,3,3.0,CORP_BORE,IF,1
BHK2,12.91122855,77.51698805,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1330,5,2,N,8,2,2,7.0,CORP_BORE,AP,1
BHK2,12.99727844,77.67779334,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,8,2,N,1,0,0,4.0,CORPORATION,IF,0
BHK1,12.92714315,77.5777595,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,550,8,1,N,1,1,3,3.0,CORPORATION,IF,0
BHK2,12.92828099,77.60706931,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,10,1,N,2,2,2,1.0,CORP_BORE,IF,1
BHK3,12.9020624,77.6640759,FAMILY,1,SEMI_FURNISHED,BOTH,1749,0,3,E,3,8,15,9.0,CORP_BORE,AP,2
BHK2,12.93151003,77.6228055,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,1,S,8,0,2,0.0,CORPORATION,IF,1
BHK3,12.96466707,77.64418137,ANYONE,0,SEMI_FURNISHED,BOTH,1200,10,2,E,3,1,1,2.0,CORPORATION,IH,1
BHK2,12.97415085,77.53268583,FAMILY,1,SEMI_FURNISHED,BOTH,600,0,1,W,1,0,2,3.0,CORP_BORE,IF,0
BHK2,12.99581718,77.66847229,FAMILY,1,SEMI_FURNISHED,BOTH,1100,15,2,N,2,0,5,8.0,CORP_BORE,AP,1
BHK1,12.99963558,77.66645823,ANYONE,0,SEMI_FURNISHED,BOTH,500,10,1,E,1,1,1,4.0,CORP_BORE,IF,1
BHK2,12.92641803,77.56365396,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,1,2,N,2,1,2,4.0,CORP_BORE,IH,1
RK1,12.90906603,77.6353371,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,450,0,1,N,1,3,3,2.0,CORP_BORE,IF,1
BHK2,12.9109926,77.6081793,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,950,7,2,S,2,1,5,6.0,CORP_BORE,AP,1
BHK2,12.99103935,77.55038367,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,500,15,1,E,2,1,2,1.0,CORPORATION,IH,1
BHK2,12.9624935,77.7048759,FAMILY,1,SEMI_FURNISHED,BOTH,1220,5,2,E,2,2,5,8.0,CORP_BORE,AP,2
BHK2,12.9274368,77.6974518,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1099,5,2,SE,2,3,4,10.0,CORPORATION,IF,2
BHK2,12.90315941,77.61918001,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,5,2,E,2,1,2,4.0,CORP_BORE,IF,1
BHK2,12.97108269,77.75162506,FAMILY,1,SEMI_FURNISHED,BOTH,1245,0,2,W,2,4,4,14.0,BOREWELL,AP,2
BHK2,12.96775457,77.6423595,FAMILY,0,FULLY_FURNISHED,BOTH,1100,4,2,E,7,1,3,5.0,CORP_BORE,AP,2
BHK1,12.93024206,77.57619748,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,550,5,1,S,1,1,2,1.0,CORPORATION,IF,1
BHK2,12.97308911,77.69320196,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,0,2,N,2,4,5,5.0,CORP_BORE,AP,1
BHK2,12.91746251,77.55385083,FAMILY,0,SEMI_FURNISHED,BOTH,990,0,2,N,2,2,4,3.0,CORP_BORE,AP,1
BHK4,12.9380531,77.7151287,FAMILY,0,SEMI_FURNISHED,BOTH,2700,1,4,E,4,0,1,7.0,BOREWELL,GC,0
RK1,12.97438539,77.71427641,ANYONE,1,SEMI_FURNISHED,BOTH,300,3,1,E,2,0,4,8.0,CORP_BORE,AP,0
BHK1,12.9841621,77.5492451,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,10,1,NE,1,0,4,0.0,CORPORATION,IH,1
BHK2,12.95839924,77.64945741,ANYONE,0,SEMI_FURNISHED,BOTH,1780,20,2,SW,4,6,7,14.0,BOREWELL,AP,2
BHK2,12.9953374,77.56420608,FAMILY,1,SEMI_FURNISHED,NONE,600,5,2,E,2,1,2,0.0,CORPORATION,IF,0
BHK2,12.9670608,77.7557755,FAMILY,0,SEMI_FURNISHED,BOTH,1152,4,2,N,2,2,4,9.0,CORP_BORE,AP,1
BHK1,12.97668324,77.62629548,BACHELOR,0,SEMI_FURNISHED,BOTH,400,1,1,E,1,0,2,3.0,CORP_BORE,IF,0
BHK2,12.9070847,77.5753302,ANYONE,0,SEMI_FURNISHED,BOTH,1205,7,2,E,2,1,6,15.0,CORP_BORE,AP,1
BHK2,12.90416917,77.62713371,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,5,2,E,2,2,2,3.0,CORP_BORE,IF,0
BHK3,12.9923765,77.7026845,ANYONE,0,SEMI_FURNISHED,BOTH,1610,7,2,E,3,14,17,14.0,CORPORATION,AP,3
BHK2,12.90327238,77.50520715,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,3,2,N,2,1,1,1.0,CORPORATION,IF,0
BHK2,12.90435528,77.6756431,FAMILY,1,FULLY_FURNISHED,BOTH,1353,5,2,N,5,9,10,14.0,CORPORATION,AP,3
BHK2,12.90974344,77.62196361,ANYONE,1,SEMI_FURNISHED,BOTH,1200,0,2,E,2,2,5,9.0,CORP_BORE,AP,2
BHK2,12.91621629,77.5455124,FAMILY,0,SEMI_FURNISHED,BOTH,1200,8,2,S,2,1,4,5.0,CORP_BORE,AP,2
BHK2,12.99881593,77.76245519,FAMILY,0,SEMI_FURNISHED,BOTH,650,10,2,N,0,1,2,3.0,CORPORATION,IF,0
BHK1,12.90898891,77.6102111,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,900,15,1,N,1,1,2,3.0,CORP_BORE,AP,1
BHK2,12.95805349,77.60538344,FAMILY,1,FULLY_FURNISHED,NONE,1123,10,2,E,2,1,4,2.0,CORP_BORE,AP,4
BHK2,12.9699122,77.7060229,ANYONE,1,SEMI_FURNISHED,BOTH,700,1,2,E,2,0,4,2.0,BOREWELL,AP,0
BHK1,12.90271394,77.58383503,FAMILY,0,NOT_FURNISHED,TWO_WHEELER,300,0,1,N,0,2,2,3.0,CORP_BORE,IF,1
BHK1,12.90260574,77.58249884,ANYONE,1,SEMI_FURNISHED,BOTH,800,1,1,W,1,0,3,2.0,CORP_BORE,IF,0
BHK2,12.98956311,77.68913099,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,3,2,S,2,2,3,2.0,CORP_BORE,IH,2
BHK3,12.91175789,77.54603118,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1410,0,3,N,3,0,4,7.0,CORP_BORE,AP,2
BHK2,12.96093105,77.52838219,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,E,3,1,2,0.0,CORPORATION,AP,1
BHK2,12.92525335,77.54591324,ANYONE,1,SEMI_FURNISHED,BOTH,800,7,1,E,0,2,2,1.0,CORPORATION,AP,1
BHK1,12.90016805,77.64890751,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,1,E,1,4,4,1.0,CORP_BORE,AP,1
BHK2,12.9178981,77.5557568,FAMILY,1,SEMI_FURNISHED,BOTH,950,0,2,W,2,0,1,0.0,CORPORATION,IH,0
BHK3,12.92885788,77.54599252,ANYONE,1,SEMI_FURNISHED,BOTH,2200,0,3,SW,3,0,2,1.0,CORP_BORE,IF,0
BHK2,12.97898091,77.68026466,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1200,8,2,W,2,0,2,1.0,CORPORATION,IF,1
BHK2,12.9899772,77.7143091,ANYONE,0,SEMI_FURNISHED,BOTH,1290,10,2,S,2,3,4,13.0,CORPORATION,AP,1
BHK3,12.99373507,77.53178816,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1500,14,1,E,3,0,1,3.0,CORP_BORE,IH,1
BHK3,12.92844303,77.6794845,ANYONE,1,SEMI_FURNISHED,BOTH,1250,10,2,N,3,5,7,9.0,CORP_BORE,AP,3
BHK1,12.95422744,77.65575304,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,450,2,1,N,1,3,3,5.0,BOREWELL,IF,0
BHK1,12.968816,77.7004036,FAMILY,0,SEMI_FURNISHED,BOTH,500,3,1,E,0,0,2,5.0,CORPORATION,IF,1
BHK2,12.98211133,77.78724157,ANYONE,1,NOT_FURNISHED,BOTH,700,1,1,N,0,0,2,3.0,BOREWELL,IH,0
BHK3,12.93405773,77.6314628,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,2,0,3,2.0,CORPORATION,IH,3
BHK2,12.949783,77.71308217,FAMILY,1,SEMI_FURNISHED,BOTH,1300,4,2,E,2,3,5,3.0,BOREWELL,AP,1
BHK3,12.9118405,77.58485754,ANYONE,0,FULLY_FURNISHED,BOTH,1620,0,3,N,3,3,4,7.0,CORP_BORE,AP,1
BHK1,12.9063036,77.6276108,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,600,2,1,NE,1,1,4,3.0,CORP_BORE,IH,1
BHK3,12.90443069,77.54736794,FAMILY,1,SEMI_FURNISHED,BOTH,2000,10,3,W,4,1,2,1.0,CORPORATION,IF,2
BHK3,12.91660911,77.67408501,ANYONE,0,SEMI_FURNISHED,BOTH,1650,0,3,SE,4,0,9,8.0,CORP_BORE,AP,3
BHK2,12.93979016,77.62365662,FAMILY,1,SEMI_FURNISHED,BOTH,900,10,2,E,3,1,3,4.0,BOREWELL,IF,1
BHK2,12.92461613,77.61863481,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,2,E,0,0,1,0.0,CORPORATION,IF,0
BHK3,12.95994473,77.65576935,ANYONE,0,SEMI_FURNISHED,BOTH,1600,2,3,N,3,2,5,6.0,CORP_BORE,AP,2
BHK2,12.90998545,77.58556018,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,1,2,N,2,2,2,1.0,CORPORATION,IF,0
BHK2,12.9378274,77.56509321,ANYONE,0,SEMI_FURNISHED,BOTH,950,3,2,E,2,2,3,3.0,CORP_BORE,AP,0
BHK2,12.9826432,77.7551868,FAMILY,1,SEMI_FURNISHED,BOTH,1342,2,2,W,2,1,12,16.0,CORP_BORE,AP,2
BHK2,12.9067984,77.626936,ANYONE,1,FULLY_FURNISHED,BOTH,1300,8,2,W,2,3,4,6.0,CORP_BORE,AP,3
RK1,12.9718915,77.6411545,ANYONE,0,SEMI_FURNISHED,BOTH,450,0,1,NE,1,1,5,8.0,CORP_BORE,AP,0
BHK2,12.96853303,77.52715712,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,825,5,2,N,2,0,2,1.0,CORP_BORE,IF,0
BHK2,12.91844613,77.61067712,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1100,10,2,E,2,0,1,4.0,CORPORATION,IF,1
BHK2,12.9780772,77.7421649,FAMILY,1,SEMI_FURNISHED,BOTH,1400,3,2,N,2,2,2,5.0,CORP_BORE,IF,2
BHK2,12.9275261,77.56907661,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,10,2,E,2,1,2,4.0,CORPORATION,IH,0
BHK2,12.91690404,77.51788168,FAMILY,1,SEMI_FURNISHED,BOTH,1200,12,2,E,2,2,3,3.0,CORPORATION,IF,1
BHK3,12.985671,77.7545748,FAMILY,1,SEMI_FURNISHED,BOTH,1567,7,2,E,3,3,7,8.0,BOREWELL,AP,3
BHK1,12.98520889,77.67245339,ANYONE,1,SEMI_FURNISHED,BOTH,500,0,1,N,2,3,3,3.0,CORP_BORE,IF,1
BHK2,12.9220588,77.7231568,FAMILY,1,SEMI_FURNISHED,BOTH,1038,0,2,W,1,1,3,12.0,CORP_BORE,AP,1
BHK2,12.9092727,77.6034279,ANYONE,1,SEMI_FURNISHED,BOTH,1000,1,2,E,2,1,3,3.0,CORP_BORE,AP,1
BHK2,12.95349388,77.66078267,ANYONE,1,SEMI_FURNISHED,BOTH,1200,10,2,E,4,2,3,4.0,BOREWELL,AP,2
BHK3,12.9918039,77.5359152,FAMILY,1,SEMI_FURNISHED,BOTH,1324,12,2,W,3,1,4,5.0,CORP_BORE,AP,2
RK1,12.9693799,77.6229447,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,600,4,1,E,0,2,2,1.0,CORPORATION,IF,1
BHK2,12.9931582,77.713507,ANYONE,1,SEMI_FURNISHED,BOTH,1356,9,2,W,2,2,5,8.0,CORP_BORE,AP,2
BHK1,12.95753358,77.65563329,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,400,6,1,N,1,2,4,2.0,BOREWELL,IH,1
BHK2,12.97633645,77.76772779,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,0,2,S,2,2,2,3.0,BOREWELL,IF,0
BHK2,12.91574091,77.55527496,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1170,5,2,E,2,1,4,2.0,CORPORATION,AP,2
BHK2,12.91717952,77.5269315,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,6,1,N,2,0,2,3.0,CORP_BORE,IF,0
BHK2,12.95108151,77.69743952,FAMILY,0,SEMI_FURNISHED,BOTH,1366,7,2,E,2,2,4,3.0,CORP_BORE,AP,2
BHK2,12.9543597,77.5664197,FAMILY,1,NOT_FURNISHED,BOTH,900,15,1,E,2,1,3,2.0,CORP_BORE,IF,1
BHK1,12.97174203,77.6398059,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,450,5,1,S,1,2,3,0.0,CORP_BORE,IF,0
BHK3,12.9755518,77.5313312,FAMILY,1,SEMI_FURNISHED,BOTH,1300,0,3,N,3,1,3,2.0,CORP_BORE,IF,2
BHK3,12.96051517,77.59273415,ANYONE,1,NOT_FURNISHED,NONE,1600,20,3,W,3,0,0,3.0,CORPORATION,IF,0
BHK3,12.95692832,77.66182541,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,3,W,3,2,4,7.0,CORP_BORE,AP,2
BHK1,12.93585857,77.60662582,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,400,8,1,N,1,2,3,2.0,CORPORATION,AP,1
BHK1,12.92005737,77.64569973,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,300,0,1,S,2,0,4,2.0,CORP_BORE,AP,0
BHK3,12.91236248,77.62376996,ANYONE,1,SEMI_FURNISHED,BOTH,1290,10,3,W,3,2,4,3.0,CORP_BORE,AP,1
BHK2,12.93647575,77.57175994,ANYONE,1,SEMI_FURNISHED,BOTH,800,15,2,S,2,2,2,4.0,CORP_BORE,IF,0
BHK2,12.98970592,77.57247542,FAMILY,1,SEMI_FURNISHED,BOTH,1100,10,2,E,2,2,3,5.0,CORPORATION,AP,2
BHK2,12.96336384,77.51442288,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,1,N,2,0,2,1.0,CORP_BORE,IF,1
